resource_id,name,category,subcategory,services,address,city,state,postal_code,country,phone,website,latitude,longitude,notes,source
MN-MOO-LSNM,Legal Services of Northwest Minnesota,legal_aid,Legal | Civil Legal Aid,Legal representation; legal education; advocacy for low-income individuals,1015 7th Ave N,Moorhead,MN,56560,USA,218-233-8585,https://www.lsnmlaw.org,46.8800,-96.7678,,verified_web
CA-RIV-LAID,legal_aid,Legal | Legal Aid,Family law; restraining orders; legal services,,Riverside,CA,,US,951-682-7968,,,,user_provided,,
CA-LA-LPFW,legal_aid,Legal | Legal Assistance,Restraining order paperwork assistance; referrals,,Los Angeles,CA,,US,323-721-9882,,,directory_only,user_provided,,
CA-SD-CASA-CORN,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; DV advocacy,"525 B Street, Suite 1800",San Diego,CA,92101,US,619-231-7788,https://www.casacornelia.org/,,,Supports undocumented survivors,official_site,
CA-SD-ICWC,legal_aid,Legal | Immigration Services,Immigration legal services,"600 B St, Suite 2040",San Diego,CA,92101,US,619-515-2200,https://www.icwclaw.org/,,,,official_site,
CA-SD-SDVLP,legal_aid,Legal | Legal Aid,Restraining orders; family law; pro bono legal help,"110 W A Street, Suite 1100",San Diego,CA,92101,US,619-235-5656,https://www.sdvlp.org/,,,,official_site,
IN-GREENWOOD-LRC,Life Recovery Center FIRST Program,other,Intervention | Domestic Violence,Batterer intervention program,815 N Madison Ave,Greenwood,IN,46142,USA,317-887-3290,https://liferecoverycenter.org,,,,verified_web
IL-DESPLAINES-LIFESPAN,Life Span Des Plaines Office,domestic_violence,Multi-Service | Domestic Violence,Legal services; counseling; advocacy,P.O. Box 123,Des Plaines,IL,60017,USA,312-408-1210,https://life-span.org,,,,verified_web
WA-BEL-LIFEWIRE,LifeWire,domestic_violence,Multi-Service | Domestic Violence Support,Advocacy; counseling; prevention education; community outreach,PO Box 6398,Bellevue,WA,98008,USA,425-562-8840,https://www.lifewire.org,47.6101,-122.2015,,verified_web
GA-MARIETTA-LIVESAFE,LiveSafe Resources Inc.,housing_shelter,Shelter | Domestic Violence,Emergency shelter; counseling; legal advocacy; support groups; child advocacy,P.O. Box 1717,Marietta,GA,30061,USA,770-427-3390,https://livesaferesources.org,,,Confidential shelter; Multilingual services,verified_web
TX-HOU-LSLA,Lone Star Legal Aid Houston,legal_aid,Legal | Civil Legal Aid,Legal representation; family law; immigration; housing; benefits,1415 Fannin St,Houston,TX,77002,USA,713-652-0077,https://www.lonestarlegal.org,29.7516,-95.3645,,verified_web
AR-LONOKE-SAFEHAVEN,Lonoke County Safe Haven,housing_shelter,Shelter | Domestic Violence & Sexual Assault,Emergency shelter; court advocacy; outreach services,P.O. Box 1053,Cabot,AR,72023,US,501-941-4357,https://lonokecountysafehaven.org/,,,Includes thrift/outreach center,verified_web
DC-DC-LOVEHANDLES,Love By The Handles Inc.,domestic_violence,Multi-Service | Domestic Violence Support,Safety planning; financial literacy; workforce development; advocacy,PO Box 55233,Washington,DC,20040,USA,202-300-8191,,38.9072,-77.0369,,verified_web
OH-COL-CHOICES,LSS CHOICES for Victims of Domestic Violence,housing_shelter,Shelter | Domestic Violence,Shelter; crisis intervention; advocacy; support services,PO Box 06157,Columbus,OH,43206,USA,614-224-4663,https://lssnetworkofhope.org/choices,,,,"Confidential shelter,verified_web"
MD-COLUMBIA-LUMINUS,Luminus Network Inc.,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; advocacy,8975 Guilford Rd Ste 170,Columbia,MD,21046,USA,410-992-1923,https://luminusnetwork.org,,,Serves immigrants,verified_web
MD-COL-LUMINUS,Luminus Network Inc.,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; refugee support,13900 Laurel Lakes Ave Ste 100,Laurel,MD,20707,USA,410-992-1923,https://luminusnetwork.org,39.0958,-76.8483,,verified_web
PA-PHL-LSHBDVP,Lutheran Settlement House Bilingual Domestic Violence Program,domestic_violence,Counseling | Domestic Violence,Counseling; support groups; hotel placement; transitional housing; hotline collaboration,1340 Frankford Ave,Philadelphia,PA,19125,USA,215-426-8610,https://lutheransettlement.org,,,Multilingual services,verified_web
SD-SXF-LSS,Lutheran Social Services of South Dakota Refugee & Immigration Programs,legal_aid,Legal | Immigration Legal Aid,Immigration services; refugee support; VAWA; trafficking support,705 E 41st St Ste 200,Sioux Falls,SD,57105,USA,605-731-2000,https://lsssd.org,43.5149,-96.7170,Multilingual services,verified_web
MI-LIVONIA-MAI,Mai Family Services,domestic_violence,Counseling | Domestic Violence,Confidential counseling; case accompaniment; legal paperwork assistance; interpretation; transitional housing assistance,32401 W Eight Mile Rd,Livonia,MI,48152,USA,248-477-4985,https://maifs.org,,,Serves South Asian survivors; Multilingual services,verified_web
LA-NEWORLEANS-MCP,Mary Claire's Place,housing_shelter,Shelter | Domestic Violence,Crisis line; counseling; case management; child services,P.O. Box 56106,New Orleans,LA,70156,USA,504-866-9554,https://maryclairesplace.org,,,Confidential shelter,verified_web
MO-KC-MATTIERHODES,Mattie Rhodes Center Nuevo Dia,mental_health,Counseling | Mental Health,Case management; counseling; culturally specific services; BIP program,148 N Topping Ave,Kansas City,MO,64123,USA,816-471-2536,https://www.mattierhodes.org,39.1093,-94.5426,Serves Hispanic community; Multilingual services,verified_web
NC-CHA-MCCSS,Mecklenburg County Community Support Services,domestic_violence,Multi-Service | Domestic Violence Support,Prevention services; intervention; case management; support services,3205 Freedom Dr Ste 3000,Charlotte,NC,28208,USA,704-336-3210,https://www.mecknc.gov,35.2330,-80.8894,,verified_web
AK-ANC-MWC,Men and Women Center (MWC),other,Counseling | Batterer Intervention,Batterer intervention; anger management,1020 W International Airport Rd,Anchorage,AK,99518,US,907-272-4822,,,Focus on offenders,verified_web,
GA-ATL-MSV,Men Stopping Violence Inc.,other,Intervention | Violence Prevention,Batterer intervention; prevention programs,1020 DeKalb Ave NE Ste 4,Atlanta,GA,30307,USA,404-270-9894,https://menstoppingviolence.org,,,,verified_web
CA-RC-FOOTHILLS,mental_health,Counseling | Mental Health,Therapy; counseling,,Rancho Cucamonga,CA,,US,909-980-3567,,,,user_provided,,
CA-LB-HELPLINE,mental_health,Counseling | Youth & Family Services,Counseling; substance abuse; DV programs,,Long Beach,CA,,US,562-273-0722,https://helplineyouthcounseling.org,,,Sliding scale,user_provided,
CA-COV-FOOTHILL-FAM,mental_health,Counseling | Family Services,Family counseling; youth services,530 W Badillo St,Covina,CA,91722,US,626-993-3000,https://foothillfamily.org,,,,official_site,
CA-SD-LGBT,mental_health,Counseling | LGBTQ+ Services,Counseling; DV programs; youth services,3909 Centre St,San Diego,CA,92103,US,619-692-2077,https://thecentersd.org/,,,LGBTQ+ focus,official_site,
CA-SD-RCH-CHAD,mental_health,Healthcare | Child Trauma Services,Child abuse treatment; trauma counseling,"3020 Children's Way, MC 5016",San Diego,CA,92123,US,858-966-4011,https://www.rchsd.org/,,,,official_site,
AZ-MESA-FAC,Mesa Family Advocacy Center,other,Multi-Service | Family Violence Support,Forensic exams; advocacy; counseling,222 E Javelina Ave,Mesa,AZ,85210,US,480-644-4075,https://mesaaz.gov/residents/mesa-family-advocacy-center,,,Multi-agency collaboration,verified_web
LA-METAIRIE-METRO,Metro Centers for Community Advocacy,housing_shelter,Shelter | Domestic Violence,Shelter; advocacy; counseling; legal support; safety planning,P.O. Box 2332,Metairie,LA,70004,USA,504-837-5400,https://metrocenters.org,,,Confidential shelter,verified_web
TN-NAS-DA,Metro Nashville DA Victim Witness Coordinator,other,Victim Services | General Crime Victims,Victim advocacy; court support; case assistance,222 2nd Ave N,Nashville,TN,37201,USA,615-862-5500,https://da.nashville.gov,36.1656,-86.7828,,verified_web
IL-CHICAGO-MFS,Metropolitan Family Services Cook County,domestic_violence,Multi-Service | Domestic Violence,Counseling; advocacy; legal referrals; housing support,1 N Dearborn St,Chicago,IL,60602,USA,312-986-4000,https://www.metrofamily.org,,,,verified_web
MO-KC-MOCSA,Metropolitan Organization Countering Sexual Assault,sexual_assault,Crisis Center | Sexual Assault,Advocacy; medical accompaniment; legal accompaniment; counseling,3100 Broadway Blvd Ste 400,Kansas City,MO,64111,USA,816-531-0233,https://www.mocsa.org,39.0705,-94.5899,,verified_web
MA-FRAMINGHAM-METROWEST,MetroWest Legal Services,legal_aid,Legal | Civil Legal Aid,Legal advocacy; civil legal services,63 Fountain St Ste 304,Framingham,MA,01702,USA,800-696-1501,https://mwlegal.org,,,,verified_web
FL-MIAMI-SAFESPACE,Miami-Dade Community Action Safespace,household_shelter,Shelter | Domestic Violence,Emergency shelter; financial assistance; referrals,701 NW 1st Ct,Miami,FL,33136,USA,305-758-2546,https://www.miamidade.gov,,,Confidential shelter,verified_web
FL-FERNANDINA-MICAH,Micah's Place Inc.,housing_shelter,Shelter | Domestic Violence,Emergency shelter; hotline; counseling; legal advocacy; support groups,P.O. Box 572,Fernandina Beach,FL,32035,USA,904-225-9979,https://www.micahsplace.org,,,Confidential shelter,verified_web
WI-MIL-MWC,Milwaukee Women's Center,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; addiction services; support services,728 N James Lovell St,Milwaukee,WI,53233,USA,414-671-6140,https://communityadvocates.net,43.0390,-87.9345,Confidential shelter,verified_web
MN-MINNEAPOLIS-MIWRC,Minnesota Indian Women's Resource Center,domestic_violence,Advocacy | Domestic Violence,Advocacy; cultural services; support,2300 15th Ave S,Minneapolis,MN,55404,USA,612-728-2000,https://www.miwrc.org,,,Serves Native communities,verified_web
IA-DESMOINES-MONSOON,Monsoon Asians and Pacific Islanders in Solidarity,domestic_violence,Multi-Service | Domestic Violence,Advocacy; case management; trafficking support; community outreach,1200 University Ave Ste 105,Des Moines,IA,50314,USA,866-881-4641,https://monsooniowa.org,,,Serves Asian & Pacific Islander communities,verified_web
MD-ROC-MCAPP,Montgomery County Abused Persons Program,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; case management; advocacy; batterer intervention,1301 Piccard Dr,Rockville,MD,20850,USA,240-777-4673,https://www.montgomerycountymd.gov,39.1057,-77.1870,Confidential shelter,verified_web
TN-NAS-MORNINGSTAR,Morning Star Sanctuary (Agape),housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; support groups; legal advocacy,PO Box 290585,Nashville,TN,37229,USA,615-860-0003,https://agapenashville.org,36.1627,-86.7816,Confidential shelter,verified_web
GA-DECATUR-MOSAIC,Mosaic Georgia,sexual_assault,Crisis Center | Sexual Assault,Counseling; advocacy; sexual assault services,P.O. Box 132,Decatur,GA,30031,USA,866-900-6019,https://mosaicgeorgia.org,,,Multilingual services,verified_web
MS-JXN-MSCVP,MS Center for Violence Prevention,housing_shelter,Shelter | Domestic Violence,Shelter; human trafficking shelter; crisis support; hotline,120 N Congress St,Jackson,MS,39201,USA,800-266-4198,,32.2988,-90.1848,Confidential shelter,verified_web
FL-MIAMI-MUJER,MUJER Inc.,sexual_assault,Crisis Center | Sexual Assault,Counseling; support groups; therapy; advocacy,P.O. Box 350033,Miami,FL,33135,USA,305-763-2459,https://mujerfla.org,,,Multilingual services; Confidential shelter,verified_web
IL-CHICAGO-MUJERES,Mujeres Latinas en Accion,domestic_violence,Multi-Service | Domestic Violence,Counseling; advocacy; support services,2124 W 21st Pl,Chicago,IL,60608,USA,312-738-5358,https://mujereslatinasenaccion.org,,,Multilingual services,verified_web
MD-BALTIMORE-MUSLIMAT,Muslimat Al-Nissa,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; support services,P.O. Box 10546,Baltimore,MD,21209,USA,410-466-8686,https://muslimatalnissa.org,,,Confidential shelter; Religious requirements,verified_web
SC-CHA-MSH,My Sister's House Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; legal advocacy; court advocacy; housing assistance; transportation,PO Box 1027,North Charleston,SC,29405,USA,800-273-4673,https://www.mysistershouse.org,32.8546,-79.9748,Confidential shelter,verified_web
DC-DC-MSP,My Sister's Place DC,housing_shelter,Shelter | Domestic Violence,Shelter; case management; financial aid; career support,P.O. Box 29596,Washington,DC,20017,USA,202-540-1064,https://mysistersplacedc.org,,,Confidential shelter,verified_web
AZ-MESA-MSP,My Sisters' Place,housing_shelter,Shelter | Domestic Violence,Shelter; case management; life skills,P.O. Box 1252,Mesa,AZ,85211,US,480-821-1024,https://aNewLeaf.org/,,,Confidential shelter,verified_web
NY-WPL-MSP,My Sisters' Place,domestic_violence,Multi-Service | Domestic Violence Support,24-hour hotline; emergency shelter; advocacy; legal services; support for trafficking survivors,3 Barker Ave,White Plains,NY,10601,USA,800-298-7233,https://mspny.org,,,,",Confidential shelter,verified_web"
TX-HOU-NAM,NAM Family Violence Center,domestic_violence,Multi-Service | Domestic Violence Support,Hotline; counseling; case management; referrals; education programs,15555 Kuykendahl Rd,Houston,TX,77090,USA,281-885-4673,https://www.namonline.org,30.0125,-95.4315,,verified_web
ID-NAMPA-FJC,Nampa Family Justice Center,domestic_violence,Multi-Service | Domestic Violence,Advocacy; case management; legal assistance; safety planning,1305 3rd St S,Nampa,ID,83651,USA,208-475-5700,https://www.nampapolice.org/family-justice-center,,,Confidential services,verified_web
CA-OAK-NARIKA,NARIKA,domestic_violence,Advocacy | Culturally Specific DV Services,Helpline; advocacy; referrals,P.O. Box 14014,Berkeley,CA,94712,US,800-215-7308,https://narika.org/,,,South Asian focus,verified_web
TN-NAS-NPD,Nashville Police Domestic Violence Division,other,Victim Services | Domestic Violence Support,Counseling; advocacy; case management; transportation assistance; support groups,800 2nd Ave S,Nashville,TN,37210,USA,615-862-7773,https://www.nashville.gov,36.1600,-86.7680,,verified_web
NAT-NDVH-1,National Domestic Violence Hotline,domestic_violence,hotline,24/7 support; safety planning; referrals,,,,,US,1-800-799-7233,https://www.thehotline.org/,,,National hotline (US).,https://www.thehotline.org/
PA-PHL-NSC,Nationalities Service Center,other,Multi-Service | Immigrant Support,Case management; legal support; trafficking and DV services,1216 Arch St 4th Floor,Philadelphia,PA,19107,USA,215-893-8400,https://nscphila.org,,,Serves immigrants,verified_web
MI-DETROIT-NLSM,Neighborhood Legal Services Michigan,legal_aid,Legal | Domestic Violence,Legal aid; PPO paperwork; crime victim support; compensation claims; safety communications,7310 Woodward Ave Ste 301,Detroit,MI,48202,USA,313-964-1975,https://nlsmichigan.org,,,,verified_web
IL-CHICAGO-NL,Neopolitan Lighthouse,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy,4236 W Roosevelt Rd,Chicago,IL,60624,USA,773-722-0005,https://nlighthouse.org,,,Confidential shelter,verified_web
GA-CLARKSTON-NAP,New American Pathways Women's Empowerment Program,domestic_violence,Multi-Service | Domestic Violence,Case management; counseling; advocacy,2300 Henderson Mill Rd NE Ste 110,Atlanta,GA,30345,USA,404-299-6099,https://newamericanpathways.org,,,Serves immigrants; Multilingual services,verified_web
WA-SEA-NEWBEGIN,New Beginnings,domestic_violence,Multi-Service | Domestic Violence Support,Hotline; advocacy; crisis support; referrals,PO Box 75125,Seattle,WA,98175,USA,206-737-0242,https://www.newbegin.org,47.6062,-122.3321,,verified_web
NH-MAN-CCNH,New Hampshire Catholic Charities,legal_aid,Legal | Immigration Legal Aid,Immigration services; VAWA assistance; trafficking support; T-visa assistance,100 William Loeb Dr Unit 3,Manchester,NH,03109,USA,603-669-3030,https://www.cc-nh.org,42.9501,-71.4389,,verified_web
NH-CON-NHLA,New Hampshire Legal Assistance - Concord,legal_aid,Legal | Civil Legal Aid,Civil legal aid; legal representation; advocacy,117 N State St,Concord,NH,03301,USA,800-921-1115,https://www.nhla.org,43.2084,-71.5370,,verified_web
NH-MAN-NHLA,New Hampshire Legal Assistance - Manchester,legal_aid,Legal | Civil Legal Aid,Civil legal aid; legal representation; advocacy,33 N Main St Ste 200,Manchester,NH,03101,USA,603-668-2900,https://www.nhla.org,42.9952,-71.4636,,verified_web
MA-ATT-NEWHOPE,New Hope Inc.,housing_shelter,Shelter | Domestic Violence,Hotline; shelter; counseling; advocacy; supervised visitation; housing stabilization,PO Box 448,Attleboro,MA,02703,USA,800-323-4673,https://www.new-hope.org,41.9445,-71.2856,Confidential shelter,verified_web
AZ-SURPRISE-NEWLIFE,New Life Center,housing_shelter,Shelter | Domestic Violence,Emergency shelter; DV/SA services,P.O. Box 5005,Goodyear,AZ,85338,US,623-932-4404,https://newlifectr.org/,,,Confidential shelter,verified_web
NM-ALB-NMAFC,New Mexico Asian Family Center,domestic_violence,Multi-Service | Culturally Specific Support,Advocacy; case management; community support; culturally specific services,128 Quincy St NE,Albuquerque,NM,87108,USA,505-717-2877,https://www.nmafc.org,35.0830,-106.5766,Serves Asian and Pacific Islander communities; Multilingual services,verified_web
NM-ALB-NMLA,New Mexico Legal Aid,legal_aid,Legal | Civil Legal Aid,Civil legal aid; legal representation; advocacy; statewide services,301 Gold Ave SW,Albuquerque,NM,87102,USA,877-974-3400,https://www.newmexicolegalaid.org,35.0844,-106.6504,,verified_web
NY-NYC-AVP,New York City Anti-Violence Project,domestic_violence,Multi-Service | Violence Intervention Support,Crisis intervention; case management; support groups; legal advocacy; court accompaniment,116 Nassau St 3rd Floor,New York,NY,10038,USA,212-714-1141,https://avp.org,,,,",Multilingual services; Serves LGBTQ+ survivors,verified_web"
MO-KC-NEWHOUSE,Newhouse,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; supportive services; advocacy,PO Box 240019,Kansas City,MO,64124,USA,816-471-5800,https://www.newhousekc.org,39.1070,-94.5383,Confidential shelter,verified_web
VA-NNW-NNVU,Newport News Victim Services Unit,other,Victim Services | General Crime Victims,Victim advocacy; crisis support; court assistance; referrals,2501 Washington Ave,Newport News,VA,23607,USA,757-926-7443,https://www.nnva.gov,37.0179,-76.4460,,verified_web
UT-MUR-NEFA,No Excuse For Abuse (NEFA),other,Intervention Program | Batterer Intervention,Batterer intervention program,5663 S Redwood Rd,Murray,UT,84123,USA,801-262-1519,,40.6490,-111.9390,,verified_web
RI-PRO-NORAS,Nora's Haven,housing_shelter,Shelter | Domestic Violence,Shelter; housing; case management; basic needs support,PO Box 27435,Providence,RI,02907,USA,401-441-0011,https://www.norashaven.org,41.7897,-71.4147,Confidential shelter; Multilingual services,verified_web
VA-NOR-NCA,Norfolk Commonwealth's Attorney Victim/Witness Assistance Program,other,Victim Services | General Crime Victims,Victim advocacy; court support; case assistance; legal guidance,150 St Paul's Blvd,Norfolk,VA,23510,USA,757-664-4850,https://www.norfolk.gov,36.8512,-76.2859,,verified_web
CA-SF-NISA,North American Islamic Shelter for the Abused,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; financial assistance,P.O. Box 926174,Houston,TX,77292,US,888-275-6472,https://nisahelpline.com/,,,Serves Bay Area; HQ mailing TX; confidential shelter,verified_web
VA-FAL-NVFS,Northern Virginia Family Service,domestic_violence,Multi-Service | Family Violence Support,Counseling; case management; legal services; support groups,10455 White Granite Dr Ste 100,Oakton,VA,22124,USA,571-748-2552,https://www.nvfs.org,38.8827,-77.3059,Multilingual services,verified_web
IL-ARLINGTON-NWCASA,Northwest Center Against Sexual Assault,sexual_assault,Crisis Center | Sexual Assault,Hotline; counseling; advocacy,P.O. Box 76,Arlington Heights,IL,60006,USA,888-802-8890,https://nwcasa.org,,,Multilingual services,verified_web
WA-SEA-NWFL,Northwest Family Life Learning and Counseling Center,domestic_violence,Multi-Service | Domestic Violence Support,Counseling; support groups; advocacy,12360 Lake City Way NE,Seattle,WA,98125,USA,206-363-9601,https://nwfamilylife.org,47.7176,-122.2960,Confidential shelter,verified_web
WA-SEA-NWIRP,Northwest Immigrant Rights Project,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; VAWA; U-visa; T-visa; advocacy,615 2nd Ave Ste 400,Seattle,WA,98104,USA,800-445-5771,https://www.nwirp.org,47.6028,-122.3320,,verified_web
PA-JAM-NOVA,NOVA,sexual_assault,Crisis Center | Sexual Assault,Counseling; advocacy; crisis support; prevention education,2370 York Rd Ste B1,Jamison,PA,18929,USA,800-675-6900,https://www.novabucks.org,40.2556,-75.0869,,verified_web
NC-CHA-NOVA,NOVA New Options for Violent Actions,other,Intervention Program | Batterer Intervention,Batterer intervention program; behavioral change classes,429 Billingsley Rd Ste 106,Charlotte,NC,28211,USA,704-336-4344,,35.1906,-80.8006,,verified_web
VA-FFX-OAR,OAR of Fairfax County,other,Intervention Program | Batterer Intervention,Batterer intervention program; counseling,10640 Page Ave Ste 300,Fairfax,VA,22030,USA,703-246-3033,https://www.oarnova.org,38.8460,-77.3090,,verified_web
DC-DC-OSE,Operation Safe Escape,domestic_violence,Multi-Service | Domestic Violence Support,Advocacy; safety planning; emergency assistance; education,PO Box 56123,Washington,DC,20040,USA,866-997-7233,,38.9072,-77.0369,,verified_web
MD-BALTIMORE-OSE,Operation Safe Escape,other,Advocacy | Domestic Violence,Advocacy; safety planning; rescue support,P.O. Box 12062,Baltimore,MD,21281,USA,866-997-7233,https://operationsafeescape.org,,,,verified_web
OR-POR-OLC,Oregon Law Center - Portland,legal_aid,Legal | Civil Legal Aid,Legal assistance; restraining orders; housing; benefits advocacy,522 SW 5th Ave Ste 812,Portland,OR,97204,USA,503-473-8329,https://oregonlawcenter.org,45.5223,-122.6778,,verified_web
SC-CHA-ORIGIN,Origin SC,domestic_violence,Multi-Service | Domestic Violence Support,Group counseling; court advocacy; trauma-informed services,1801 Reynolds Ave,North Charleston,SC,29405,USA,843-628-3000,https://originsc.org,32.8542,-79.9740,,verified_web
LA-NEWORLEANS-OPDA,Orleans Parish District Attorney Office Victim Assistance,other,Advocacy | Crime Victim Support,Crisis counseling; safety planning; court advocacy; emergency assistance,619 S White St,New Orleans,LA,70119,USA,504-822-2414,https://orleansda.com,,,,verified_web
CA-OC-WAYMAK,other,Advocacy | Victim Services,Legal support; crisis intervention; shelter referrals,,Orange County,CA,,US,714-935-6175,https://waymakersoc.org,,,Main office address not confirmed from snippet,official_site,
CA-POM-FAMCTR,other,Counseling | Batterer Intervention,Intervention programs,,Pomona,CA,,US,626-966-1577,,,,user_provided,,
CA-SB-INLAND-NVR,other,Counseling | Batterer Programs,Anger management; prevention programs,,San Bernardino,CA,,US,909-556-0366,,,,user_provided,,
CA-OC-SHEEPFOLD,other,Shelter | Transitional Housing,Transitional housing for mothers and children,,Orange County,CA,,US,714-237-1444,https://thesheepfold.org,,,,user_provided,
CA-SD-FJC,other,Multi-Service | Family Violence Support,Legal help; advocacy; counseling; safety planning,"1122 Broadway, 2nd Floor",San Diego,CA,92101,US,619-533-6000,https://www.sandiego.gov/sandiegofamilyjusticecenter,,,Multi-language services,official_site,
CA-SD-CCS,other,Advocacy | Sexual Assault & DV Services,Rape crisis center; shelter; legal services; counseling,4508 Mission Bay Dr,San Diego,CA,92109,US,888-385-4657,https://www.ccssd.org/,,,,official_site,
MA-FAL-OSP,Our Sisters' Place,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; hotline; parenting support; advocacy,PO Box 423,Fall River,MA,02722,USA,508-677-0224,https://ospri.org,41.7015,-71.1550,Confidential shelter,verified_web
MN-MINNEAPOLIS-OUTFRONT,OutFront Minnesota,other,Advocacy | LGBTQ+ Violence Support,Crisis intervention; advocacy; peer counseling; outreach; education,310 E 38th St Ste 209,Minneapolis,MN,55409,USA,612-822-0127,https://www.outfront.org,,,Serves LGBTQ+ community,verified_web
KS-NEWTON-OVM,OVM Inc Batterers Intervention Program,other,Intervention | Domestic Violence,Batterer intervention program; group sessions,1600 N Main St Ste 201,Newton,KS,67114,USA,316-283-2038,https://ovminc.org,,,,verified_web
CA-PACIFICA-PRC,Pacifica Resource Center / Tides Center,other,Advocacy | Basic Needs,Food; financial aid; referrals,1809 Palmetto Ave,Pacifica,CA,94044,US,650-738-7470,https://pacresourcecenter.org/,,,Community support org,verified_web
NY-PLA-PACT,PACT,other,Intervention Program | Batterer Intervention,Batterer intervention program; education based on Duluth Model,16 Court St Ste 201,Plattsburgh,NY,12901,USA,518-563-8293,,44.6995,-73.4529,,verified_web
OK-OKC-PALOMAR,Palomar OKC Family Justice Center,domestic_violence,Multi-Service | Family Violence Support,Case management; legal services; counseling; advocacy; crisis support,1010 N Hudson Ave,Oklahoma City,OK,73102,USA,405-552-1010,https://palomarokc.org,,,,",verified_web"
HI-HONOLULU-PACTFPC,Parents And Children Together Family Peace Center Oahu,domestic_violence,Multi-Service | Domestic Violence,Counseling; legal assistance; police coordination; outreach; childcare,1001 Bishop St Ste 970,Honolulu,HI,96813,USA,808-585-7944,https://pacthawaii.org,,,,verified_web
HI-HONOLULU-PACTOHIA,Parents And Children Together Ohia Domestic Violence Shelter,housing_shelter,Shelter | Domestic Violence,Emergency shelter; crisis response; safety planning; referrals,P.O. Box 561,Honolulu,HI,96808,USA,808-526-2200,https://pacthawaii.org,,,Confidential shelter,verified_web
VA-ARL-SHIFT,Partner SHIFT,other,Intervention Program | Batterer Intervention,Batterer intervention program; counseling,100 N Court House Rd Ste 101,Arlington,VA,22201,USA,703-228-0901,,38.8896,-77.0844,,verified_web
NJ-BLO-PFWJ,Partners for Women and Justice,legal_aid,Legal | Domestic Violence Legal Aid,Legal advocacy; representation; court accompaniment; restraining order assistance,650 Bloomfield Ave Ste 209,Bloomfield,NJ,07003,USA,973-233-0111,https://partnersnj.org,,,,"Multilingual services,verified_web"
GA-ATL-PADV,Partnership Against Domestic Violence Atlanta,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy; support groups; case management,P.O. Box 170225,Atlanta,GA,30317,USA,404-873-1766,https://padv.org,,,Confidential shelter,verified_web
WI-MIL-PATH,Pathfinders,housing_shelter,Shelter | Youth Shelter,Youth shelter; housing; mental health; advocacy; outreach,4200 N Holton St,Milwaukee,WI,53212,USA,414-964-2565,https://www.pathfindersmke.org,43.0920,-87.9063,,verified_web
WI-MIL-PATHY,Pathfinders Youth Shelter,housing_shelter,Shelter | Youth Shelter,Youth shelter; crisis counseling; advocacy,1614 E Kane Pl,Milwaukee,WI,53202,USA,414-271-1560,https://www.pathfindersmke.org,43.0523,-87.8896,,verified_web
UT-TOO-PATHWAYS,Pathways Domestic Violence Shelter,housing_shelter,Shelter | Domestic Violence,Shelter; advocacy; legal support; counseling; support groups; referrals,PO Box 541,Tooele,UT,84074,USA,435-231-3557,https://www.pathwaysutah.org,40.5308,-112.2983,Confidential shelter,verified_web
UT-PAR-PEACEHOUSE,Peace House Community Campus,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy; prevention education; housing support,700 Round Valley Dr,Park City,UT,84060,USA,800-647-9161,https://peacehouse.org,40.6461,-111.4979,Confidential shelter,verified_web
NC-CHA-BAITUL,Penny Appeal USA Baitul Hemayah Shelter,housing_shelter,Shelter | Domestic Violence,Shelter; case management; counseling; support services,PO Box 220933,Charlotte,NC,28222,USA,980-498-0492,https://pennyappealusa.org,35.2271,-80.8431,Confidential shelter,verified_web
MN-EAGAN-PEOPLEINC,People Incorporated,mental_health,Counseling | Domestic Violence,Counseling; anger management; abuse intervention,2060 Centre Pointe Blvd,Eagan,MN,55121,USA,952-432-4145,https://www.peopleincorporated.org,,,,verified_web
PA-PHL-PLA,Philadelphia Legal Assistance,legal_aid,Legal | Civil Legal Aid,Family law; protection orders; custody; public benefits; housing,718 Arch St Ste 300N,Philadelphia,PA,19106,USA,215-981-3800,https://philalegal.org,,,,verified_web
AZ-PHX-FAC,Phoenix Family Advocacy Center,other,Multi-Service | Family Violence Support,Safety planning; legal help; advocacy,"2120 N Central Ave, Suite 250",Phoenix,AZ,85004,US,888-246-0303,https://phoenix.gov/humanservices/familyadvocacycenter,,,City-operated center,verified_web
IL-LAGRANGE-PILLARS,Pillars Community Health,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy,P.O. Box 937,La Grange,IL,60525,USA,708-485-5254,https://pillarscommunityhealth.org,,,Confidential shelter,verified_web
